,party,votes,eligible_count,blank,invalid,total_valid,total_casted,time_stamp,address,names,refs,links,year
8,Enhedslisten - De Rød-Grønne,124,3009,16,8,2681,2705,2011-09-16 12:23:39,Kerteminde Skole                    Festsalen                    Nørregade 21,Kerteminde 1,F606440002.htm,https://www.kmdvalg.dk/fv/2011/F606440002.htm,2011
9,Michael Ellegaard,1,3009,16,8,2681,2705,2011-09-16 12:23:39,Kerteminde Skole                    Festsalen                    Nørregade 21,Kerteminde 1,F606440002.htm,https://www.kmdvalg.dk/fv/2011/F606440002.htm,2011
10,Lars Grønbæk Larsen,1,3009,16,8,2681,2705,2011-09-16 12:23:39,Kerteminde Skole                    Festsalen                    Nørregade 21,Kerteminde 1,F606440002.htm,https://www.kmdvalg.dk/fv/2011/F606440002.htm,2011
0,Socialdemokratiet,477,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
1,Radikale Venstre,141,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
2,Det Konservative Folkeparti,119,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
3,SF - Socialistisk Folkeparti,218,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
4,Liberal Alliance,69,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
5,Kristendemokraterne,8,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
6,Dansk Folkeparti,224,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
7,"Venstre, Danmarks Liberale Parti",481,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
8,Enhedslisten - De Rød-Grønne,83,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
9,Michael Ellegaard,0,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
10,Lars Grønbæk Larsen,1,1975,6,4,1821,1831,2011-09-16 12:07:28,Fjordvangskolen                    Gymnastiksalen                    Regnar Langesvej 1,Kerteminde 2,F606440003.htm,https://www.kmdvalg.dk/fv/2011/F606440003.htm,2011
0,Socialdemokratiet,411,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
1,Radikale Venstre,117,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
2,Det Konservative Folkeparti,54,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
3,SF - Socialistisk Folkeparti,188,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
4,Liberal Alliance,76,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
5,Kristendemokraterne,11,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
6,Dansk Folkeparti,214,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
7,"Venstre, Danmarks Liberale Parti",387,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
8,Enhedslisten - De Rød-Grønne,89,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
9,Michael Ellegaard,0,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
10,Lars Grønbæk Larsen,2,1727,8,0,1549,1557,2011-09-16 10:51:51,Nymarksskolen                    Aulaen                    Nymarken 47,Nymarken,F606440004.htm,https://www.kmdvalg.dk/fv/2011/F606440004.htm,2011
0,Socialdemokratiet,405,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
1,Radikale Venstre,75,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
2,Det Konservative Folkeparti,66,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
3,SF - Socialistisk Folkeparti,112,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
4,Liberal Alliance,56,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
5,Kristendemokraterne,5,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
6,Dansk Folkeparti,254,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
7,"Venstre, Danmarks Liberale Parti",377,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
8,Enhedslisten - De Rød-Grønne,52,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
9,Michael Ellegaard,0,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
10,Lars Grønbæk Larsen,1,1586,9,7,1403,1419,2011-09-16 11:38:24,Marslev Skole                    Gymnastiksalen                    Marslev Byvej 41,Marslev,F606440005.htm,https://www.kmdvalg.dk/fv/2011/F606440005.htm,2011
0,Socialdemokratiet,897,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
1,Radikale Venstre,160,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
2,Det Konservative Folkeparti,157,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
3,SF - Socialistisk Folkeparti,258,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
4,Liberal Alliance,127,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
5,Kristendemokraterne,12,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
6,Dansk Folkeparti,402,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
7,"Venstre, Danmarks Liberale Parti",826,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
8,Enhedslisten - De Rød-Grønne,94,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
9,Michael Ellegaard,0,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
10,Lars Grønbæk Larsen,2,3318,28,12,2935,2975,2011-09-16 11:26:37,Langeskov Hallerne                    Børmosevej 3 ,Langeskov,F606440006.htm,https://www.kmdvalg.dk/fv/2011/F606440006.htm,2011
0,Socialdemokratiet,1680,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
1,Radikale Venstre,222,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
2,Det Konservative Folkeparti,123,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
3,SF - Socialistisk Folkeparti,433,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
4,Liberal Alliance,134,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
5,Kristendemokraterne,13,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
6,Dansk Folkeparti,478,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
7,"Venstre, Danmarks Liberale Parti",686,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
8,Enhedslisten - De Rød-Grønne,226,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
9,Michael Ellegaard,0,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
10,Lars Grønbæk Larsen,0,4601,28,27,3995,4050,2011-09-16 12:46:51,Skolen ved Noret                    Festsalen                    Lindøalleen 51,Munkebo,F606440007.htm,https://www.kmdvalg.dk/fv/2011/F606440007.htm,2011
0,Socialdemokratiet,298,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
1,Radikale Venstre,75,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
2,Det Konservative Folkeparti,40,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
3,SF - Socialistisk Folkeparti,120,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
4,Liberal Alliance,67,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
5,Kristendemokraterne,3,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
6,Dansk Folkeparti,180,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
7,"Venstre, Danmarks Liberale Parti",329,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
8,Enhedslisten - De Rød-Grønne,62,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
9,Michael Ellegaard,0,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
10,Lars Grønbæk Larsen,1,1314,12,4,1175,1191,2011-09-16 11:39:35,Aunslev Forsamlingshus                    Skovgyden 1                    5800 Nyborg,Aunslev Forsamlingshus,F606450001.htm,https://www.kmdvalg.dk/fv/2011/F606450001.htm,2011
0,Socialdemokratiet,1502,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
1,Radikale Venstre,290,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
2,Det Konservative Folkeparti,148,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
3,SF - Socialistisk Folkeparti,471,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
4,Liberal Alliance,131,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
5,Kristendemokraterne,16,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
6,Dansk Folkeparti,488,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
7,"Venstre, Danmarks Liberale Parti",902,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
8,Enhedslisten - De Rød-Grønne,260,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
9,Michael Ellegaard,1,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
10,Lars Grønbæk Larsen,4,4979,21,32,4213,4266,2011-09-16 10:50:25,Nyborghallen                    Halvej 1                    5800 Nyborg,Nyborghallen,F606450002.htm,https://www.kmdvalg.dk/fv/2011/F606450002.htm,2011
0,Socialdemokratiet,1718,6232,43,21,5334,5398,2011-09-16 12:41:25,Borgerforeningens Hus                    Nørrevoldgade 63                    5800 Nyborg,Borgerforeningens Hus,F606450003.htm,https://www.kmdvalg.dk/fv/2011/F606450003.htm,2011
1,Radikale Venstre,436,6232,43,21,5334,5398,2011-09-16 12:41:25,Borgerforeningens Hus                    Nørrevoldgade 63                    5800 Nyborg,Borgerforeningens Hus,F606450003.htm,https://www.kmdvalg.dk/fv/2011/F606450003.htm,2011
